,Unnamed: 0,readable,uganda-2019,uganda-2020,uganda-2021,uganda-2022,uganda-2023,all,stripped
464,464,"Many houses in Uganda today are being built with large doors and windows with lots of aesthetics which obviously increase the overall cost of the building.
",0,0,0,0,1,1,many house uganda today build large door window lot aesthetic obviously increase overall cost building
465,465,"As we are doing this, we are mobilizing not only for NRM, but we are preaching to all Ugandans, we are selling the idea of Uganda.
",0,0,0,0,1,1,mobilize nrm preach ugandan sell idea uganda
466,466,"In Uganda, the UN activities are implemented under the United Nations Sustainable Development Cooperation Framework (2021-2025).
",0,0,0,0,1,1,uganda un activity implement united nations sustainable development cooperation framework
467,467,"It investigated experiences of female survivors of intimate partner violence, using a case of relationships involving male police officers, leading to the publication of a journal paper titled ‘Police Housing: An Instigator of Sexual Violence against Women and Girls in Uganda’ which has been published in the Journal of Social Development in Africa and is available online.
",0,0,0,0,1,1,investigate experience female survivor intimate partner violence use case relationship involve male police officer lead publication journal paper title police housing instigator sexual violence woman girl uganda publish journal social development africa available online
468,468,"With a visionary leadership team at the helm, TowerCo of Africa Uganda is poised to shape the future of sustainable passive telecoms infrastructure and drive Uganda’s ascent as a trailblazer in the digital age.
",0,0,0,0,1,1,visionary leadership team helm towerco africa uganda poise shape future sustainable passive telecom infrastructure drive uganda ascent trailblazer digital age
469,469,"” Forty-two special guests got medals for helping Uganda and making it better.
",0,0,0,0,1,1,forty two special guest get medal help uganda make well
470,470,"Police reduced the costs of importing canine dogs by starting a breeding centre at Nagalama.
",0,0,0,0,1,1,police reduce cost import canine dog start breeding centre nagalama
471,471,"Let’s continue having journalism for the good of Uganda.
",0,0,0,0,1,1,let continue journalism good uganda
472,472,"Earlier on Saturday morning, Bulyango faced off with Kisanja Boda Boda FC.
",0,0,0,0,1,1,early saturday morning bulyango face kisanja boda boda fc
473,473,"Nankabirwa said the debate about the Energy transition is coming with a cost to countries like Uganda whose resources are yet to be produced.
",0,0,0,0,1,1,nankabirwa say debate energy transition come cost country like uganda whose resource yet produce
474,474,"Speaking at the company’s 10th-anniversary celebration in Uganda, Bruce Lin revealed that Uganda remains their largest market, with sales doubling annually since 2020.
",0,0,0,0,1,1,speak company th anniversary celebration uganda bruce lin reveal uganda remain large market sale double annually since
475,475,"Acting Third Division Infantry Division spokesperson Moses Muya said the establishment of an army detach on the Ugandan side, some 100km north of Moroto town, aims at curbing hostilities launched by Turkana herders.
",0,0,0,0,1,1,act third division infantry division spokesperson moses muya say establishment army detach ugandan side km north moroto town aim curb hostility launch turkana herder
476,476,"The mining sector in Uganda is primarily characterized by artisanal miners who extract a variety of minerals using basic tools, including gypsum, clay, sand, and limestone.
",0,0,0,0,1,1,mining sector uganda primarily characterize artisanal miner extract variety mineral use basic tool include gypsum clay sand limestone
477,477,"The charcoal ban comes barely two months after the president met leaders from Acholi sub-region, who raised desertification fears in the area over rampant felling of trees for charcoal trade.
",0,0,0,0,1,1,charcoal ban come barely two month president meet leader acholi sub region raise desertification fear area rampant felling tree charcoal trade
478,478,"Madam Speaker, Uganda’s public debt stood at Shs.
",0,0,0,0,1,1,madam speaker uganda public debt stand shs
479,479,"Some estimates say the purchase shot Uganda’s expenditure up by 300% sparking an arms race in the Great Lakes region.
",0,0,0,0,1,1,estimate say purchase shoot uganda expenditure spark arm race great lake region
480,480,"Climate change in Uganda is going to bring about warmer weather conditions and more extreme weather events such as volatile rainfall, flooding, landslides, and prolonged dry spells.
",0,0,0,0,1,1,climate change uganda go bring warm weather condition extreme weather event volatile rainfall flooding landslide prolonged dry spell
481,481,"The annual mineral wealth conference has played a crucial role in connecting domestic and international mining interests in Uganda, bringing together key decision-makers, business leaders, financiers, academics, and investors from around the world.
",0,0,0,0,1,1,annual mineral wealth conference play crucial role connect domestic international mining interest uganda bring together key decision maker business leader financier academic investor around world
482,482,"Karenga District has celebrated the International Women’s Day with the call from the Vice President Jessica Alupo to propel messages of co-existance amongst the People of Karamoja and with all their neibours.
",0,0,0,0,1,1,karenga district celebrate international woman day call vice president jessica alupo propel message co existance amongst people karamoja neibour
483,483,"At the peak of reviewing the Education Act in 2008, Lubanga guided that the ESA team be embedded in the Education Act as a directorate.
",0,0,0,0,1,1,peak review education act lubanga guide esa team embed education act directorate
484,484,"“Fortunately, smaller-holder farmers in Uganda are generally more productive and are projected to become even more efficient and commercially viable if well supported,” he said.
",0,0,0,0,1,1,fortunately small holder farmer uganda generally productive project become even efficient commercially viable well support say
485,485,"In their recommendations to the prime minister, the minister of the Presidency and ministry of Finance, Planning and Economic Development (MoFPED) and ministry of Agriculture, Animal Industry and Fisheries, farmers claimed that Uganda has been earning little from the coffee sector.
",0,0,0,0,1,1,recommendation prime minister minister presidency ministry finance planning economic development mofpe ministry agriculture animal industry fishery farmer claim uganda earn little coffee sector
486,486,"They were found guilty of generating and selling fictitious invoices by the Anti-Corruption Court in Kololo.
",0,0,0,0,1,1,find guilty generate sell fictitious invoice anti corruption court kololo
487,487,"He says the government cannot make such a mistake because Uganda currently needs science and innovation more than before to achieve the desired Science-Led Socio-economic transformation.
",0,0,0,0,1,1,say government make mistake uganda currently need science innovation achieve desire science lead socio economic transformation
488,488,"While addressing the group, President Yoweri Museveni boasted of Uganda’s peace, further urging them to invest more in the country.
",0,0,0,0,1,1,address group president yoweri museveni boast uganda peace urge invest country
489,489,"The World Bank remains Uganda’s biggest single lender with a total of outstanding claim of 4.455 billion dollars as at December 2022, through its International Development Association, IDA.
",0,0,0,0,1,1,world bank remain uganda big single lender total outstanding claim billion dollar december international development association ida
490,490,"I also thank the people of Uganda for contributing to the reconstruction of Uganda.
",0,0,0,0,1,1,thank people uganda contribute reconstruction uganda
491,491,"Initially, many Western banks expressed interest in financing the project but withdrew due to strong opposition from environmental and human rights groups.
",0,0,0,0,1,1,initially many western bank express interest finance project withdraw due strong opposition environmental human right group
492,492,"He underscored the positive impact of the CIIE on China-Rwanda economic and trade cooperation, facilitating Rwandan enterprises’ access to the vast Chinese market.
",0,0,0,0,1,1,underscore positive impact ciie china rwanda economic trade cooperation facilitate rwandan enterprise access vast chinese market
493,493,"Giacomo Albrieux, the honorary consul of Uganda in Italy, has played a crucial role in mobilizing support for the orphanage.
",0,0,0,0,1,1,giacomo albrieux honorary consul uganda italy play crucial role mobilize support orphanage
494,494,"Francis Ononge, the project officer female genital mutilation Action Aid Sebei Region noted increasing cases of teenage pregnancies in Teso but female genital mutilation is particularly common in Sebei and Karamoja Regions.
",0,0,0,0,1,1,francis ononge project officer female genital mutilation action aid sebei region note increase case teenage pregnancy teso female genital mutilation particularly common sebei karamoja region
495,495,"Coffee would remain in stores in Masaka.
",0,0,0,0,1,1,coffee would remain store masaka
496,496,"He was speaking at the 26th National Technology Conference and Exhibition in Kampala under the theme: Tapping Engineering Opportunities for Accelerated African Continental Free Trade Area (AfCFTA) Implementation.
",0,0,0,0,1,1,speak th national technology conference exhibition kampala theme tap engineering opportunity accelerated african continental free trade area afcfta implementation
497,497,"In December 2021, Parliament passed a supplementary budget worth 39 billion Shillings to support various programs in Karamoja, including the purchase of 100,000 iron sheets, which are alleged to have been diverted.
",0,0,0,0,1,1,december parliament pass supplementary budget worth billion shilling support various program karamoja include purchase iron sheet allege divert
498,498,"“The West today is trying to promote the idea of homosexuality and by homosexuality, they are trying to end the generation of human beings,” Raisi noted adding that “while the Western countries portray this vice as a measure of civilization, in reality, it poses a threat to the fundamental pillars of family, culture, and society.
",0,0,0,0,1,1,west today try promote idea homosexuality homosexuality try end generation human being raisi note add western country portray vice measure civilization reality pose threat fundamental pillar family culture society
499,499,"The Ministry of Foreign Affairs said it is now working on solutions to safeguard Norway’s diplomatic representation in these countries once the Embassy in Kampala is closed.
",0,0,0,0,1,1,ministry foreign affairs say work solution safeguard norway diplomatic representation country embassy kampala close
500,500,"“Opposition has won several elective positions in Hoima during the previous elections but a few have been declared due to cases of vote rigging and other malpractices.
",0,0,0,0,1,1,opposition several elective position hoima previous election declare due case vote rigging malpractice
501,501,"For instance, he said, Tanzania might say, “We may not even accept the cereals from Kenya because of fear of GMO.
",0,0,0,0,1,1,instance say tanzania might say may even accept cereal kenya fear gmo
502,502,"The rule of Yoweri MUSEVENI since 1986 has brought relative stability and economic growth to Uganda.
",0,0,0,0,1,1,rule yoweri museveni since bring relative stability economic growth uganda
503,503,"French oil and gas company TotalEnergies and China National Offshore Oil Corporation (CNOOC) are rapidly progressing in the development of oil and gas projects in Uganda, with an estimated investment exceeding USD 15 billion.
",0,0,0,0,1,1,french oil gas company totalenergie china national offshore oil corporation cnooc rapidly progress development oil gas project uganda estimate investment exceed usd billion
